frame_number,track_id,x,y,w,h,spoof_score,spoof_label
100,595,652,721,248,381,0.1901,FAKE
100,594,108,726,416,846,0.7671,REAL
101,595,671,723,248,381,0.2011,FAKE
101,594,120,730,425,840,0.7309,REAL
102,595,691,726,246,379,0.2031,FAKE
102,594,123,734,434,837,0.8042,REAL
103,595,712,725,247,380,0.2018,FAKE
103,594,128,733,442,837,0.8127,REAL
104,595,733,725,246,380,0.2174,FAKE
104,594,132,732,449,838,0.8394,REAL
105,595,749,728,248,383,0.2026,FAKE
105,594,134,733,454,837,0.8447,REAL
106,595,758,736,251,384,0.2021,FAKE
106,594,135,734,458,836,0.8576,REAL
107,595,763,742,252,386,0.2127,FAKE
107,594,135,735,461,833,0.863,REAL
108,595,763,745,253,390,0.2053,FAKE
108,594,134,736,463,831,0.8673,REAL
109,595,761,747,253,394,0.2041,FAKE
109,594,135,737,465,833,0.8731,REAL
110,595,759,748,253,395,0.2046,FAKE
110,594,135,737,465,834,0.8582,REAL
111,595,750,749,250,394,0.22,FAKE
111,594,134,736,465,834,0.8558,REAL
112,595,743,749,249,392,0.2167,FAKE
112,594,132,737,464,835,0.8749,REAL
113,595,734,747,250,392,0.2086,FAKE
113,594,129,735,464,838,0.8848,REAL
114,595,730,743,250,392,0.2176,FAKE
114,594,127,734,463,840,0.8864,REAL
115,595,730,743,251,391,0.2198,FAKE
115,594,127,734,463,840,0.8761,REAL
116,595,733,743,249,389,0.2162,FAKE
116,594,129,735,464,840,0.8911,REAL
117,595,739,748,247,386,0.1918,FAKE
117,594,130,735,464,838,0.8847,REAL
118,595,748,751,248,386,0.1922,FAKE
118,594,130,737,464,836,0.8886,REAL
119,595,746,771,246,381,0.2144,FAKE
119,594,131,738,464,836,0.8784,REAL
120,595,745,784,245,378,0.2155,FAKE
120,594,130,739,465,834,0.892,REAL
121,595,751,796,246,380,0.2221,FAKE
121,594,131,739,464,833,0.882,REAL
122,595,756,810,247,381,0.2036,FAKE
122,594,134,742,465,831,0.891,REAL
123,595,766,823,246,379,0.2046,FAKE
123,594,136,744,466,830,0.8989,REAL
124,595,776,848,247,373,0.2056,FAKE
124,594,138,743,467,831,0.9037,REAL
125,595,783,863,247,371,0.2033,FAKE
125,594,141,745,467,829,0.8975,REAL
126,595,793,877,248,374,0.1973,FAKE
126,594,142,746,470,827,0.9091,REAL
127,595,801,891,249,377,0.1967,FAKE
127,594,145,747,471,826,0.9068,REAL
128,595,812,902,246,380,0.212,FAKE
128,594,144,773,473,818,0.9038,REAL
129,595,821,926,246,376,0.2015,FAKE
129,594,143,785,474,810,0.8973,REAL
130,595,828,945,244,374,0.1972,FAKE
130,594,144,790,474,807,0.8883,REAL
131,595,840,955,240,377,0.1996,FAKE
131,594,145,793,475,805,0.8861,REAL
132,595,849,965,235,376,0.2132,FAKE
132,594,145,793,474,805,0.8911,REAL
133,595,857,972,228,374,0.2273,FAKE
133,594,146,768,474,810,0.9067,REAL
134,595,866,977,221,372,0.2052,FAKE
134,594,145,783,473,806,0.8901,REAL
135,595,875,980,212,371,0.2133,FAKE
135,594,145,789,473,805,0.8937,REAL
136,595,883,984,204,371,0.2415,FAKE
136,594,145,792,473,803,0.8863,REAL
137,595,888,1002,198,371,0.2251,FAKE
137,594,146,794,473,803,0.8897,REAL
138,595,893,1012,193,370,0.2618,REAL
138,594,146,794,473,803,0.8919,REAL
139,595,894,1019,190,369,0.2396,FAKE
139,594,146,795,474,802,0.8839,REAL
140,595,894,1025,188,367,0.243,FAKE
140,594,147,796,474,802,0.8928,REAL
141,595,890,1033,190,363,0.2418,FAKE
141,594,147,795,474,804,0.8898,REAL
142,595,885,1039,192,359,0.2397,FAKE
142,594,148,795,473,804,0.8924,REAL
143,595,882,1043,196,356,0.2266,FAKE
143,594,147,795,473,803,0.8859,REAL
144,595,881,1046,197,353,0.2375,FAKE
144,594,148,795,473,803,0.8925,REAL
145,595,881,1047,198,352,0.2315,FAKE
145,594,148,795,472,804,0.8979,REAL
146,595,882,1050,197,351,0.2281,FAKE
146,594,148,794,472,805,0.8826,REAL
147,595,886,1050,195,352,0.2431,FAKE
147,594,148,794,472,804,0.8817,REAL
148,595,890,1051,192,353,0.2536,REAL
148,594,148,796,472,802,0.8816,REAL
149,595,892,1050,189,354,0.2557,REAL
149,594,149,797,473,801,0.8736,REAL
150,595,895,1049,185,354,0.2597,REAL
150,594,150,797,472,802,0.8808,REAL
151,595,896,1049,183,355,0.2585,REAL
151,594,150,797,473,802,0.8801,REAL
152,595,897,1048,182,355,0.2746,REAL
152,594,149,796,472,804,0.8839,REAL
153,595,897,1049,182,355,0.2531,REAL
153,594,149,797,474,802,0.8679,REAL
154,595,896,1051,183,354,0.2367,FAKE
154,594,149,798,474,801,0.8758,REAL
155,595,895,1053,183,353,0.2712,REAL
155,594,148,798,474,800,0.8723,REAL
156,595,894,1054,184,352,0.2595,REAL
156,594,149,798,474,799,0.865,REAL
